id,description
f1o3bE0F,This is an updated version of Vanilla Tweaks' Gem Villagers datapack that includes all the mini blocks that are in their Wandering Trades datapack. 
fsVFP0qb,Fun small modpack for building server for friends.
fu6yN9BG,"A Desktop made from a Vanilla Generated Stronghold for TARDIS Refined

Equipped with Silverfish Spawner and End Portal"
g7DO94e6,Simple stay-on-block trigger
g8gvycJ6,more lighter skins for Create: Diesel Generators
gGC7e75V,A Mod that does not allow you to die
kPpszl2F,7 new craftable castable fireballs
kp1mWleG,"A 1.7.10 Enhancement Mod, with the goal of making a better version of the game. Includes Editable Signs, Better Boats and more."
lXet2eQx,boats are now hoglins!
mFKilseE,Official Mod for PataLand3. Made by Shynux
mREdmx2I,Provides some utilities you might need in your single-player game or on modded Minecraft server
meuCQQaI,Fixes the Smithing table so that all the pixels are the same size
nAIIymrR,Adds Rose Gold items to Minecraft
ntGDB5mh,A Quilt modpack aims to provide the Combat Test experience. Built around Combatify.
p0NGhp8W,Adds edible Arts and Crafts materials.
rYUHLqlK,Coins/Money for Multiplayer Rpg/Smp in different themes
s1LKURRc,This makes stray drop blue ice
s5DIwamE,I'm having trouble with this whole....spider....area.......!
s92E37DH,A mod that adds a bunch of things to the game no matter what it...
ua8Xk6SO,Adds a wrench which is meant to be intercompatible between any mod that implements it.
vjqGAdZu,Allows you to change the Movement Speed
wIqY2z9Q,"In this mode, you will be immersed in a completely ordinary Minecraft universe. However, the main challenge will be that the border will turn into your opponent."
wXx69ssZ,The unofficial modpack with all the mods Incy uses.
wf0nnXoC,Salt mod for fabric
x14JQCXO,"When building any buildings you probably faced with the problem that you can not use in the crafts stone, shale and so on, now you can turn the stone into cobblestone using the stone cutter!"
xie7LceL,this makes the mc title the new (trash) one
y02ASFMI,九选一随机空岛（优化版）—— Improved datapack from the NineBlock world
yeuoe1CA,Better Minecraft but with less Mods(Made for bad computer)(Like MAC)
yor1JaTE,Optimized and easy-to-play version of minecraft.
zaPNbbtB,"Bread Generator currently adds

5 Different Types Of Breads

4 New Structures

4 New Blocks

1 New Ore

3 Different Mobs

And A Way To Obtain Infinite Bread!"
zpTd4oYU,"Do you ever get tired of old vanilla minecraft spiders?

This mod will change this , Much more spiders adds many dangerous spiders for almost all biomes and these spiders aren’t your classic spider, as these spiders have own attributes."
1MBYdEUa,"Adds a new ITE to the game that can be found in end dimension, lumerite tools and armor also added"
1XAok7yi,This texture pack turns the Totem of Undying into HealthAde Kombucha.
1gTSgMS2,Mod inspired by the biggest films of the summer: Barbie and Oppenheimer
1meOzsq6,This is a mod that allows for server-side configuration of creeper explosion behavior for fabric.
2pvGpXyI,Chunk claiming done with blocks
4MMI9NcM,A doll that you cannot cuddle with...
4ZRlmtAP,A resource pack which disables the block/item pickup sounds. That's all.
5zBkFVTG,Spigot plugin that exposes a REST API for developers to consume
6PYD4kx6,A frantic mob hunting minigame
7RNk267M,A mot who add custom spawners.
86zjF0Ju,Resource pack makes it possible to replace any sword with a Kanao katana from the anime Demon Slayer by renaming
8M3YDWQR,"Strike's Mob Vote is a mod based on a YouTube video of the channel ""Strike"". In the video, the viewers had to choose a mob that will be added in this mod."
93ePNRCG,"The texture for Tuff Bricks is offset by half a block, and so doesn't match the other stone brick types. All this pack does is shift the texture by 9 pixels to fix the inconsistency."
9U24AC5z,See the inventory of other players (server-side).
Adavw5xx,Allows Sandy Bridge users to run Minecraft 1.17+
C5o0Mpmn,Fabric modpack made to run on private server and connected clients
EI27huKC,Makes all item stacks 32 instead of the vanilla stack limit
GQhnMr06,This Mod adds classic tools from Roblox.
Hd9u1bs4,This datapack removes all spawn conditions for pokemon included with Cobblemon. It's intended to be used with fakemon packs
IPlAl3OI,"Banish that pesky glowfluid from the realms deep below!

Fixes below -54 Lava generation."
IPnFst1X,"A smoother and more seaglassy look for prismarine blocks!
Approximately vanilla-style & has an aquarium aesthetic!"
Jnh9oSBU,"A fork of Votifier, with more robust code and vote forwarding for fabric."
KEMkMajI,A new item that allows you to convert existing blocks into the old version of themselves!
KGal5VUV,Library for common functionality between my mods
KYtMZBjZ,Adds an accelerated passage of the game at any difficulty level by changing some crafts and adding new ones.
KtTLYkG6,Adds a Soul Pearl that can capture the essence of another mob and teleport it.
LCEB1Vmb,A simple mod to allow users to place configurable items onto the head of any mob
LTiXdCX4,Use KubeJS to create custom Crops
LYPb8fgu,This is the new and great gid dimension mod to create a fun but new dimension for you to explore!I will try to update it!
Lac7ADE2,Pretty beautiful redrawing of standard minecraft textures that you will definitely like.
LpAfJjXx,A small resource pack that adds some goofy sounds to Cobblemon!
NGtFwkbJ,Adds a potion of glowing.
O0H7PnCF,A mod that allows you to play with a sculk/warden based spellcaster role.
O6zAcrTG,"When you rename a mob with ""Camman18YT"" it's texture change to Camman18YT."
Q8PsprqL,"A mod pack that improves the Minecraft experience without destroying it with the heaviest mods, makes it enjoyable to play and decorate your house as well as go on adventures by exploring and fighting through dungeons"
QPe6UqwM,The modpack for my Sundered Aletharia server. A modpack themed around Create.
QdkU3fXJ,A library that allows modders to add custom game logic when a structure loads.
RPbLPT3J,Adds various configurable effect Beetroots
RUw8fd4t,Adds some building blocks to the game all made from stone.
RaG5A8vu,The Calculator Mod enhances your Minecraft experience by adding a convenient calculator functionality directly into the in-game chat.
SUEQvinn,A mod which adds new ores and items into your game.
TbXFtydU,This adds most of the annoying uncraftable recipes.
U8ElprVE,"A Minecraft mod designed for the Shidinn langage and Shidinn community.

Firefly, carry light,
In the night, blink his eye,
Just to make his future bright."
UEFldQfl,See the reputation of the villagers
UuA6cpmy,"Rename totem of undying to ""Bipki"" or ""Чемодан с бипками"""
WqC94BDn,"Amy's take on a wonderfully optimized, immersive, and enhanced vanilla plus minecraft experience full of all the things she thinks Minecraft should be. Use Create to make incredible machines, go on an RPG style adventure, or enjoy building with ease."
XaBhws7E,The mace looks like an hammer and 3d
YrjCePbo,"A modpack based on my Vanilla+ pack that adds non-vanilla features, while keeping the vanilla feel"
ZKxzRmzS,Makes the ocean much deeper for underwater exploration
ZXI89Bd8,Enderman takes damage when on prismarine-related blocks.
aOgRmvx0,A companion resource pack for the TARDISWeepingAngels plugin
abfYMnNt,NoKick allows you to instead of kicking players send them a message or a title
aeTeb8Sd,"This Datapack does exactly what it says and just simply completly destroys the loottable of End Citys so they are less op :D

Have Fun with your more balanced world :)"
cYLQAADA,"Quality of Life MC adds multiple mods for decorating, exploring, and feeling immersed.

New version and changes coming soon! If you have any suggestions please contact me!"
ciA0JPWg,Record player behavior and send to kafka.
fD3InkEd,Some small mods to optimize performance and better QOL.
hzHdIGQl,Replaces the Warped Forest biome and all it's respective blocks with Netherite themed textures
hngxZCZD,Add some roleplay mechanics to your server !
iESE6B6p,"Wait... I think I've seen this before...

This modpack includes over 100 mods to improve Minecraft while keeping the original vanilla feel!"
iX5KORb4,A simplistic survival GUI for all your plant-loving needs.
jY4vmnVi,"Fragments is a mod that adds various elemental fragments to the game, as well as weapons and items that you can craft with them"
k7pbq4Bc,One of the most optimized modpacks out there. It has many QoL mods which don't add anything to the game. Completely Vanilla Minecraft.
kZmqFqvS,A Vanilla/oCd-ish combo resource pack.
klwRb6DQ,This plugin allows grief.
mn3OYGIY,Almost everything your Create heart could need packed together into a neat little experience
nEHdLahP,This mod will add copper tools to your Minecraft
nLZ74cqQ,"This is a datapack for survival purposes, it's a beta right now and I'm constantly optimizing it!"
nQGY18W0,A Forge mod that adds a variety of wands (staffs) that when combined can be turned into a godly powerful wand.
nY5cXunr,A space-focused QoL multiplayer (or singleplayer) modpack that focuses on mods like Ad Astra and Spyglass Astronomy to create a fun and enjoyable adventure with friends.
namB8YQT,Changes the non-Zetterstrand paintings to more of his works
q7jaPE7C,This mod adds a MESE Ore from Minetest
qENxvbSF,A Random Assortment of datapacks and mods
qu0Ym6in,Adds LGBTQ+ flag characters to Minecraft's font!
rw3aGnL0,"Shortcodes for emojis, phrases, whatever."
sK93WQAG,Botania flower decay control & mana statistics
se4angN3,Adds some ambient critters to your world
shuEQzZb,Add Frost Walker to horse armors
spBbROk3,adds smoke grenade and some smoke blocks
t780cWiO,Mod to manipulate piglin bartering
vUOmw0SG,Really vanilla mod
vy6KcqUu,head to burger
wsoE7ITB,BUBOSTAN Players personalized animated totems.
xLS4SfSk,"Modernise your server, add new features and strive for safe rewards!"
xa8Ax20f,"Weapons and tools look like vanilla, but are nicer to the eye!"
xquF4rAa,This modpack contains almost 120+ mods that will enhance the Vanilla experience.
yKY7Fvn3,Survive and Adventure in the beauty of the blocky world
yayPku9U,"""Nature Niche"" adds a new layer of realism to Minecraft by tailoring the growth conditions of plants to the biomes they are in."
zkBjIdNh,This is a mod for anti anonymous player
15khqCh3,A Better than Adventure! mod which adds text selection and moving the cursor with your mouse
2mUTvDbn,Adds more weapons and items
2yzhidxn,A modpack for me and my friends.
4gyDvlJ4,A small mod that aims to enhance the Minecraft experience while keeping the vanilla feel
5K6umwBj,Makes golden tools slower at mining fragile blocks such as budding amethyst and mob spawners.
5kOrt5Ny,"A great adventure that takes you from the depths of the earth, to the grand sea of the stars"
66ek5cJp,"A StationAPI mod for b1.7.3 Minecraft that gives gold tools special properties such as silk touch, fortune, or looting. Also, gives small advantages to gold armor."
6ZB56FPH,im moving from curseforge for multiable reasons
7KGNE9Z0,"This mod adds 2 new materials: steel and impure gold, which can be used to make and upgrade tools/armor"
7iYNTY47,Mod that adds 6 different races to your expiriences! Create a fun SMP with your friends!
8m3OMavE,This datapack fixes bugs and resolves illogical vanilla things. All settings are controlled by gamerules!
9SeDiqB4,"A collection of my favourite forge mods of Minecraft version 1.20.1, bundled into a pack for my friends and I to enjoy."
BonLGXEI,"Fully optimized and ready to play with friends via Essentials mod, including new features and shaders."
CC62sNmw,The ultimate create modpack
CEBm4op5,Remodels lanterns to a lovely nautical-like copper variant!
CHUxCuGy,CutePurin Modpack Translation
COx3ONKD,Disable spawners with redstone.
CndFEXQW,Creeper explosion when killed by player
DLCi3QJJ,"You can now craft the uncraftable. You don't have to look far and wide for a name tag, or find a village for a bell. but rather you can craft it."
DM6hgtkB,"This mod adds many fun Medieval Additions to minecraft. They would include: Armor, Weapons, mobs and more!"
